SMILES_acc,SMILES_don,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,EgCV_A,λ_A_absorption,EgA_opt,HOMO_D,LUMO_D,EgCV_D,λ_D_absorption,EgD_opt
CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.91,19.22,65.0,11.34,-5.43,-3.81,1.62,800.0,1.55,-5.47,-3.48,1.99,610.0,2.03
CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.9,21.86,58.6,11.47,-5.61,-3.96,1.65,910.0,1.36,-5.6,-3.49,2.11,615.0,2.01
CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.936,18.21,67.8,11.56,-5.51,-3.84,1.67,798.0,1.55,-5.44,-3.49,1.95,635.0,1.95
CCCCC(CC)Cn1nc7c(n1)c6c5sc4cc(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)sc4c5n(CC(CC)CCCC)c6c%12c7c%11sc%10cc(C=c9c(=O)c8ccccc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.919,17.89,64.9,10.65,-5.51,-3.84,1.67,798.0,1.55,-5.44,-3.49,1.95,635.0,1.95
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.888,16.31,57.6,8.34,-5.51,-3.84,1.67,798.0,1.55,-5.42,-3.46,1.96,635.0,1.95
CCCCCCCCc1c(C=C2C(=O)c3cc(F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCC)c(C=C7C(=O)c8cc(F)ccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,CCCCC(CC)Cc%12ccc(c%10c2cc(c1sc(C(C)(C)C)cc1Cl)sc2c(c3ccc(CC(CCC)CCCC)s3)c%11cc(c9sc(c8cc7c(c4ccc(CC(CC)CCCC)s4)c5sc(C(C)(C)C)cc5c(c6ccc(CC(CC)CCCC)s6)c7s8)cc9Cl)sc%10%11)s%12,0.926,16.67,60.4,9.32,-5.51,-3.84,1.67,798.0,1.55,-5.44,-3.49,1.95,635.0,1.95
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC%10CCC(c8c1cc(C)sc1c(c3ccc2ccccc2c3)c9cc(c7ccc(c5c(F)c(F)c(c4ccc(C)s4)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s7)sc89)S%10,0.921,10.43,39.8,3.84,-5.51,-3.84,1.67,798.0,1.55,-5.44,-3.46,1.98,633.0,1.96
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC9CCC(c7c1cc(C)sc1c(c2ccccc2)c8cc(c6ccc(c4c(F)c(F)c(c3ccc(C)s3)c5nn(CC(CCCCCC)CCCCCCCC)nc45)s6)sc78)S9,0.915,15.24,43.9,6.12,-5.51,-3.84,1.67,798.0,1.55,-5.42,-3.46,1.96,633.0,1.96
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC9CCC(c7c1cc(C)sc1c(c2ccc(OCCCCCC)cc2)c8cc(c6ccc(c4c(F)c(F)c(c3ccc(C)s3)c5nn(CC(CCCCCC)CCCCCCCC)nc45)s6)sc78)S9,1.0,16.5,65.5,10.8,-5.48,-3.86,1.62,810.0,1.53,-5.35,-2.78,2.57,593.0,2.09
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC%10CCC(c8c1cc(C)sc1c(c3ccc(c2ccccc2)cc3)c9cc(c7ccc(c5c(F)c(F)c(c4ccc(C)s4)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s7)sc89)S%10,1.01,17.15,67.7,11.72,-5.48,-3.86,1.62,810.0,1.53,-5.35,-2.78,2.57,593.0,2.09
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC9CCC(c7c1cc(C)sc1c(c2ccc(CCCCCC)cc2)c8cc(c6ccc(c4c(F)c(F)c(c3ccc(C)s3)c5nn(CC(CCCCCC)CCCCCCCC)nc45)s6)sc78)S9,1.051,4.6,30.0,1.47,-6.1,-3.9,2.2,570.0,2.18,-5.7,-3.7,2.0,680.0,1.82
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCCCCCCCCCC(CCCCCCCCCC)CSC9CCC(c7c1cc(C)sc1c(c2ccc(SCCCCCC)cc2)c8cc(c6ccc(c4c(F)c(F)c(c3ccc(C)s3)c5nn(CC(CCCCCC)CCCCCCCC)nc45)s6)sc78)S9,0.92,10.89,65.0,6.51,-6.1,-4.0,2.1,600.0,2.07,-5.45,-3.69,1.76,700.0,1.77
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCc1csc(-c2nnc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8nnc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14nnc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)s%14)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)s8)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)s2)c1,0.93,7.13,51.0,3.37,-6.1,-4.0,2.1,600.0,2.07,-5.45,-3.69,1.76,700.0,1.77
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCc1csc(-c2nnc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8nnc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14nnc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)s%14)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)s8)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)s2)c1,0.93,8.56,55.0,4.38,-6.1,-4.0,2.1,600.0,2.07,-5.45,-3.69,1.76,700.0,1.77
CCn1c(=O)c2ccc3c4c(ccc(c1=O)c24)c1c3c2c3ccc4c(=O)n(CC)c(=O)c5ccc(c3c45)c2c2c3ccc4c(=O)n(CC)c(=O)c5ccc(c3c54)c12,CCOc1c2cc(-c3sc(-c4cc5c(OCC)c6sc(-c7sc(-c8cc9c(OCC)c%10sc(-c%11scc%12c%11C(=O)N(CC)C%12=O)cc%10c(OCC)c9s8)c8c7C(=O)N(CC)C8=O)cc6c(OCC)c5s4)c4c3C(=O)N(CC)C4=O)sc2c(OCC)c2ccsc12,0.74,22.8,59.4,10.0,-5.44,-4.19,1.25,1000.0,1.24,-5.24,-3.66,1.58,795.0,1.56
CCN1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(CC)C%12=O)C(=O)N(CC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,CCSc1ccc(-c2c3cc(-c4sc5cc(-c6c(F)c(F)c(-c7cc8sc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12sc%13cc(-c%14c(F)c(F)c(-c%15cc%16sc(-c%17cc%18c(-c%19ccc(SCC)s%19)c%19sc(-c%20sc%21cc(-c%22c(F)c(F)c(-c%23cc%24scc(CC)c%24s%23)c%23nsnc%22%23)sc%21c%20CC)cc%19c(-c%19ccc(SCC)s%19)c%18s%17)c(CC)c%16s%15)c%15nsnc%14%15)sc%13c%12CC)cc%11c(-c%11ccc(SCC)s%11)c%10s9)c(CC)c8s7)c7nsnc67)sc5c4CC)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,0.82,17.7,58.0,8.4,-5.25,-3.29,1.96,925.0,1.34,-5.09,-3.22,1.87,750.0,1.65
CCN1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(CC)C%12=O)C(=O)N(CC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,CCSc1ccc(-c2c3cc(-c4sc5cc(-c6c(F)c(F)c(-c7cc8sc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12sc%13cc(-c%14c(F)c(F)c(-c%15cc%16sc(-c%17cc%18c(-c%19ccc(SCC)s%19)c%19sc(-c%20sc%21cc(-c%22c(F)c(F)c(-c%23cc%24scc(CC)c%24s%23)c%23nsnc%22%23)sc%21c%20CC)cc%19c(-c%19ccc(SCC)s%19)c%18s%17)c(CC)c%16s%15)c%15nsnc%14%15)sc%13c%12CC)cc%11c(-c%11ccc(SCC)s%11)c%10s9)c(CC)c8s7)c7nsnc67)sc5c4CC)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,0.9,11.7,47.0,4.9,-5.25,-3.29,1.96,850.0,1.46,-5.09,-3.22,1.87,750.0,1.65
CCN1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8c9c(ccc%10c%11ccc%12c%13c(ccc(c7c9%10)c%13%11)C(=O)N(CC)C%12=O)C(=O)N(CC)C8=O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CC)C5=O,CCSc1ccc(-c2c3cc(-c4sc5cc(-c6c(F)c(F)c(-c7cc8sc(-c9cc%10c(-c%11ccc(SCC)s%11)c%11sc(-c%12sc%13cc(-c%14c(F)c(F)c(-c%15cc%16sc(-c%17cc%18c(-c%19ccc(SCC)s%19)c%19sc(-c%20sc%21cc(-c%22c(F)c(F)c(-c%23cc%24scc(CC)c%24s%23)c%23nsnc%22%23)sc%21c%20CC)cc%19c(-c%19ccc(SCC)s%19)c%18s%17)c(CC)c%16s%15)c%15nsnc%14%15)sc%13c%12CC)cc%11c(-c%11ccc(SCC)s%11)c%10s9)c(CC)c8s7)c7nsnc67)sc5c4CC)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,0.82,18.8,66.7,10.3,-5.32,-3.95,1.37,912.0,1.36,-5.09,-3.22,1.87,780.0,1.59
CCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%13c(cc2c6sc(c5sc(C=c4c(=O)c3cc(F)c(F)cc3c4=C(C#N)C#N)cc5OCC(CC)CCCC)cc67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCC)cc9)c%14cc(c%12sc(C=c%11c(=O)c%10cc(F)c(F)cc%10c%11=C(C#N)C#N)cc%12OCC(CC)CCCC)sc%13%14)cc%15,CCCCC(CC)COC(=O)c7sc6c(c5cc4c(c1ccc(CC(CC)CCCC)s1)c2sc(C)cc2c(c3ccc(CC(CC)CCCC)s3)c4s5)sc(C)c6c7F,0.79,11.92,56.0,5.28,-5.49,-4.05,1.44,860.0,1.44,-5.3,-3.6,1.7,795.0,1.56
CCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%13c(cc2c6sc(c5sc(C=c4c(=O)c3ccccc3c4=C(C#N)C#N)cc5OCC(CC)CCCC)cc67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCC)cc9)c%14cc(c%12sc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)cc%12OCC(CC)CCCC)sc%13%14)cc%15,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,0.81,13.53,62.0,6.71,-5.5,-3.91,1.59,780.0,1.59,-5.3,-3.6,1.7,795.0,1.56
CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC)sc2-4)cc1,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,0.83,11.95,61.0,6.0,-5.6,-4.0,1.6,843.0,1.47,-5.27,-3.72,1.55,800.0,1.55
CCCCCCc%15ccc(C7(c1ccc(CCCCCC)cc1)c2cc%13c(cc2c6sc(c5sc(C=c4c(=O)c3ccccc3c4=C(C#N)C#N)cc5OCC(CC)CCCC)cc67)C(c8ccc(CCCCCC)cc8)(c9ccc(CCCCCC)cc9)c%14cc(c%12sc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)cc%12OCC(CC)CCCC)sc%13%14)cc%15,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,0.69,16.16,59.91,6.68,-5.65,-3.94,1.71,800.0,1.55,-5.18,-3.48,1.7,750.0,1.65
CCN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC)C3=O,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,0.95,17.87,66.8,11.34,-5.65,-3.94,1.71,800.0,1.55,-5.49,-3.7,1.79,710.0,1.75
CCCCCCCCCCC(CCCCCCCC)Cn3c(=O)c4cc(c2cc(F)c(c1sc(C)cc1F)s2)c6c(=O)n(CC(CCCCCCCC)CCCCCCCCCC)c(=O)c5cc(C)c(c3=O)c4c56,CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F,0.84,26.02,70.81,15.55,-5.72,-4.06,1.66,912.0,1.36,-5.55,-2.91,2.64,658.0,1.88
CCN1C(=O)c2ccc3c4c(c(-c5ccc(-c6ccc(-c7cc8c9c(c(-c%10ccc(-c%11ccc(-c%12cc%13c%14c(c(-c%15ccc(-c%16cccs%16)s%15)cc%15c%14c%12C(=O)N(CC)C%15=O)C(=O)N(CC)C%13=O)s%11)s%10)cc%10c9c7C(=O)N(CC)C%10=O)C(=O)N(CC)C8=O)s6)s5)cc(c24)C1=O)C(=O)N(CC)C3=O,CCc1ccc(-c2c3cc(-c4c(F)cc(-c5cc6c(s5)-c5sc(-c7cc(F)c(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11c(F)cc(-c%12cc%13c(s%12)-c%12sc(-c%14cc(F)c(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18c(F)cc(-c%19cc%20c(s%19)-c%19sc(-c%21cc(F)cc%22nsnc%21%22)cc%19[Si]%20(CC)CC)c%19nsnc%18%19)cc%17c(-c%17ccc(CC)s%17)c%16s%15)c%15nsnc%14%15)cc%12[Si]%13(CC)CC)c%12nsnc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8nsnc78)cc5[Si]6(CC)CC)c5nsnc45)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,0.85,26.58,77.91,17.62,-5.72,-4.06,1.66,912.0,1.36,-5.64,-3.18,2.46,726.0,1.71
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCOc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9ccc(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15ccc(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1,0.88,26.61,79.03,18.51,-5.71,-3.92,1.79,897.0,1.38,-5.63,-3.19,2.44,750.0,1.65
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)Cc9cc8/C5=C(C4SC(C=c3c(=O)c2ccccc2c3=C(C#N)C#N)CC4S5)\C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10ccccc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCOc1cccc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(F)c(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19cc(F)c(CC)s%19)c%19sccc%19c(-c%19cc(F)c(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cccc(OCC)c%17)c(-c%17cccc(OCC)c%17)nc%15%16)s%14)cc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cccc(OCC)c%11)c(-c%11cccc(OCC)c%11)nc9%10)s8)cc7c(-c7cc(F)c(CC)s7)c6s5)s4)c3nc2-c2cccc(OCC)c2)c1,0.88,26.1,70.47,16.22,-5.7,-3.9,1.8,895.0,1.39,-5.63,-3.19,2.44,750.0,1.65
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCC(CC)Cc9nc8c(c1ccc(C)s1)c(F)c(F)c(c7ccc(c6cc5c(c2cc(F)c(CC(CC)CCCC)s2)c3sc(C)cc3c(c4cc(F)c(CC(CC)CCCC)s4)c5s6)s7)c8nc9CC(CC)CCCC,0.88,26.36,79.19,18.41,-5.7,-3.86,1.84,950.0,1.31,-5.64,-3.46,2.18,718.0,1.73
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCC(CC)Cc%11sc(c9nc8c(c1ccc(C)s1)c(F)c(F)c(c7ccc(c6cc5c(c2cc(F)c(CC(CC)CCCC)s2)c3sc(C)cc3c(c4cc(F)c(CC(CC)CCCC)s4)c5s6)s7)c8nc9c%10cc(F)c(CC(CC)CCCC)s%10)cc%11F,0.878,26.03,79.31,18.18,-5.65,-4.1,1.55,910.0,1.36,-5.58,-3.48,2.1,709.0,1.75
CCCCCCCC(CCCC)Cn%14c5c4sc(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)c(c3cc(CC(CC)CCCC)cs3)c4sc5c%13c6nsnc6c%12c%11sc%10c(c7cc(CC(CC)CCCC)cs7)c(C=c9c(=O)c8cc(F)c(F)cc8c9=C(C#N)C#N)sc%10c%11n(CC(CCCCC)CCCCCC)c%12c%13%14,CCCCC(CC)Cc%11sc(c9nc8c(c1ccc(C)s1)c(F)c(F)c(c7ccc(c6cc5c(c2cc(F)c(CC(CC)CCCC)s2)c3sc(C)cc3c(c4cc(F)c(CC(CC)CCCC)s4)c5s6)s7)c8nc9c%10cc(F)c(CC(CC)CCCC)s%10)cc%11F,0.88,26.68,80.59,18.86,-5.7,-3.86,1.84,950.0,1.31,-5.58,-3.48,2.1,709.0,1.75
